Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
Dhotre Sanjay Shamrao,BJP,0,Graduate Professional,45,12289645,Akola,2408285,1,M
Ambedkar Prakash Yashwant,BBM,0,Post Graduate,49,4618600,Akola,1263468,0,M
Laxmanrao Tayade,INC,0,Post Graduate,63,500000,Akola,135000,0,M
Raja Motiramji Shambharkar,IND,0,Post Graduate,40,55000,Akola,30000,0,M
Shaikh Mukim Ahemad Abdul Rashid,SP,0,Graduate,37,,Akola,0,0,M
Tayade Vishram Natthuji,BSP,0,Not Given,60,150000,Akola,0,0,M
Anant Gudhe,SHS,0,Graduate,48,3532477,Amravati,217263,1,M
Bandu Sampatrao Sane (Bandya),IND,0,Post Graduate,37,283,Amravati,0,0,M
Dadasaheb R. S. Gawai,RPI,0,Graduate,74,13578528,Amravati,0,0,M
Dnyaneshwar Raurale,Ambedkarist Republican Party,0,12th Pass,42,305000,Amravati,0,0,M
Gajanan Nagorao Londe,IND,0,8th Pass,43,73500,Amravati,0,0,M
Haji Rafique Seth,IND,0,10th Pass,50,1628000,Amravati,360000,0,M
Jawarkar Namdeorao Shaligramji,BBM,0,Not Given,49,10200000,Amravati,70000,0,M
Kalmegh Namdeo Motiram,IND,0,Literate,63,,Amravati,0,0,M
Omprakash Alias Bacchu Babaraoji Kadu,IND,1,Post Graduate,33,375000,Amravati,0,0,M
Semalkar Ronya Chhotelal,BSP,0,Not Given,51,76200,Amravati,0,0,M
Chandrakant Khaire,SHS,13,Graduate,52,9333773,Aurangabad,6043722,0,M
Abdul Majed Qureshi Alias Kaiser Qureshi,National Loktantrik Party,0,10th Pass,37,80000,Aurangabad,0,0,M
Birajdar Sharnappa Kalappa Alias Aappa Birajdar,HJP,0,Graduate,51,480500,Aurangabad,195200,0,M
Engi. Dushyant Athawale,Panchayat Raj Party,0,10th Pass,39,1122637,Aurangabad,0,0,M
Lahu Hanumantrao Shewale,LRP,0,10th Pass,38,862250,Aurangabad,0,0,M
Madhavrao Haribhau Baorde,BSP,0,Graduate,52,1850000,Aurangabad,800000,0,M
More Gangadhar Lakhaji,IND,0,8th Pass,52,,Aurangabad,0,0,M
Naser Nahadi Mahmad Yahya Nahadi,SP,0,12th Pass,28,19800,Aurangabad,0,0,M
Prakash Bhaurao Nikalje,IND,0,12th Pass,43,530000,Aurangabad,0,0,M
Ramkrushna Baba Patil,INC,3,Literate,65,8069316,Aurangabad,29900,0,M
Shaikh Salim Khairodin,IND,0,Literate,48,50000,Aurangabad,0,0,M
Pawar Sharadchandra Govindrao,NCP,1,10th Pass,63,44814206,Baramati,13301,0,M
Kolekar Balasaheb Bapurao,RSPS,0,12th Pass,46,145000,Baramati,0,0,M
Prithviraj Sahebrao Jachak,BJP,0,Others,46,33409000,Baramati,7633760,0,M
Vishwakarma Pralhad Rambich,BSP,0,10th Pass,49,186000,Baramati,800,0,M
Dodtale Balasaheb Prabhakar,RSPS,0,Post Graduate,29,,Beed,0,0,M
Kirvale Pramod Somnath,IND,0,Literate,26,,Beed,0,0,M
Mirza Abdul Baig Amir Baig,IND,0,Literate,67,176558,Beed,0,0,M
Shaikh Akhil Usman,IND,0,5th Pass,39,,Beed,0,0,M
Solanke Prakash Bhagwanrao,IND,0,Literate,38,1630000,Beed,120000,0,M
Solanke Prakash Sundarrao,BJP,4,Graduate,50,23058001,Beed,10058171,0,M
Syed Moinoddin Syed Bashiroddin (Moin Master),BSP,0,Not Given,50,,Beed,0,0,M
Patle Shishupal Natthu,BJP,0,Graduate Professional,36,1184050,Bhandara,12000,1,M
Ajablal,BSP,2,Post Graduate,30,75000,Bhandara,0,0,M
Amkar Gyaniram Bajirao,IND,0,Graduate,34,215000,Bhandara,220400,0,M
Dr. Salam Harishchandra Bhivram,GGP,0,Literate,65,3671118,Bhandara,0,0,M
Jayaswal Virendrakumar Kasturchand,BBM,0,Post Graduate,49,3030000,Bhandara,0,0,M
Praful Patel,NCP,0,Graduate,47,32156,Bhandara,0,0,M
Adsul Anandrao Vithoba,SHS,2,Graduate,56,20630019,Buldhana,6111246,0,M
Anandrao Chindhaji Lahane,RLD,0,Graduate,59,3500000,Buldhana,0,0,M
Anil Gulabrao Wankhede,IND,0,Post Graduate,39,74000,Buldhana,70754,0,M
Bhimrao Senu Jadhao,BBM,0,Graduate,59,3491725,Buldhana,12000,0,M
Devidas Piraji Sarkate,IND,0,Not Given,30,50000,Buldhana,0,0,M
Ghule Sunita  Sudhakar,IND,0,Literate,26,400000,Buldhana,0,0,F
Kankal Sitaram Keruji,BSP,0,Graduate Professional,53,871000,Buldhana,222297,0,M
Kasture Dipak Parashram,IND,0,Post Graduate,37,29000,Buldhana,0,0,M
Mukul Balkrushna Wasnik,INC,0,Post Graduate,45,766968,Buldhana,0,0,M
Sau. Anita Parmeshwar Gawai,Ambedkarist Republican Party,0,10th Pass,34,1447000,Buldhana,0,0,F
Ahir Hansraj Gangaram,BJP,16,10th Pass,49,2653960,Chandrapur,0,0,M
Deotale Chandrashekhar Digambar,Ambedkarist Republican Party,0,Graduate Professional,49,725000,Chandrapur,0,0,M
Diwakar Gulab Pendam,IND,0,8th Pass,36,400000,Chandrapur,0,0,M
Dr. Arun Gopalrao Deshpande,IND,0,Post Graduate,49,2152000,Chandrapur,193000,0,M
Dr. Vasant Rushi Maheshkar (Masram),BBM,0,Graduate,59,961000,Chandrapur,150000,0,M
Gurudas Kamble Guruji,IND,0,12th Pass,26,41500,Chandrapur,0,0,M
Khartad Lomesh Maroti,IND,0,10th Pass,50,13000,Chandrapur,0,0,M
Nagdeote Seochandra Shalikram,PRCP,0,Not Given,36,6000,Chandrapur,201601,0,M
Naresh Puglia,INC,2,Graduate,55,21978792,Chandrapur,6073131,0,M
Rajendra Vaidya,BSP,3,Post Graduate,42,2046030,Chandrapur,0,0,M
Tayara Chhotu Sheikh (Pasha),IND,1,12th Pass,30,510600,Chandrapur,66750,0,M
Shivankar Mahadeorao Sukaji,BJP,0,Post Graduate,64,4412847,Chimur,197913,1,M
Adv. Dadasaheb Alias Bhikaji Walthare,BBM,0,Post Graduate,58,528886,Chimur,0,0,M
Adv. Eknath Bavankar,SP,0,Post Graduate,40,119930,Chimur,0,0,M
Adv. Thengri Natthuji Narayan,RLD,0,Post Graduate,67,1200184,Chimur,77090,0,M
Bhoyar Vinod Narendra,IND,0,Graduate,31,,Chimur,0,0,M
Charandas Jangluji Meshram,IND,0,Not Given,55,,Chimur,0,0,M
Damodar Laxmanrao Kale,IND,0,Not Given,80,,Chimur,0,0,M
Er. Kuthe Yograj Krishnaji,BSP,0,Post Graduate,37,4870000,Chimur,125000,0,M
Gautam Ramchnadra Janbandhu,PRCP,0,Not Given,37,40000,Chimur,0,0,M
Jitendra Adku Raut,IND,0,Graduate,25,,Chimur,0,0,M
Katakwar Jayant Krishnamurari,IND,0,Graduate,56,4621500,Chimur,640000,0,M
Prof. Jogendra Kawade,PRBP,8,Post Graduate,60,6381626,Chimur,199533,0,M
Qureshi Mohammad Ikhalak Mo. Yusuf,IND,0,10th Pass,46,15000,Chimur,0,0,M
Raut Deorao Jagannath,IND,0,Post Graduate,52,365000,Chimur,24000,0,M
Uike Sakharam Kawaduji,GGP,0,Graduate,61,1097359,Chimur,0,0,M
Shingada Damodar Barku,INC,0,10th Pass,50,8657109,Dahanu,0,1,M
A. Rasheed Mamu,RSNP,0,10th Pass,59,2107352,Dahanu,0,0,M
Adv. Chintaman Wanga,BJP,1,Graduate Professional,53,1311506,Dahanu,50000,0,M
Haji. D. Abdullah,BSP,0,Post Graduate,44,320000,Dahanu,150000,0,M
Varatha Ramji Mahadu,CPM,1,10th Pass,49,419328,Dahanu,1278571,0,M
Chaure Bapu Hari,INC,1,Graduate,55,3039824,Dhule,0,0,M
Dr. Barde Machhindranath Suryabhan,IND,0,Doctorate,40,420030,Dhule,400000,0,M
Engg. Jadhav Govind Shankar,BSP,0,Graduate,59,8462430,Dhule,213176,0,M
Gavit Ramdas Rupla,BJP,0,Post Graduate,64,1384335,Dhule,0,0,M
Annasaheb M. K. Patil,BJP,0,Post Graduate,64,4492440,Erandol,944685,1,M
Adv. Vasantrao Jeevanrao More,NCP,1,Graduate Professional,58,15846533,Erandol,1823686,0,M
Deore Rajendrasing Bhimsing,SP,4,10th Pass,48,1111500,Erandol,12500,0,M
Gautam Somaji More,BSP,0,Graduate,39,15500,Erandol,250000,0,M
Patil Suresh Pandurang,HJP,0,Not Given,44,16000,Erandol,0,0,M
Suryakanta Patil,NCP,2,Graduate,55,15307225,Hingoli,272088,0,M
Adv. Punjabrao Ramdhan Chavan,IND,0,Post Graduate,25,,Hingoli,0,0,M
Chavan Govind Bhiku,IND,0,Literate,44,435000,Hingoli,0,0,M
Rathod Sanjaykumar Tulshiram,BBM,0,Graduate,26,50000,Hingoli,0,0,M
Shivaji Gyanbarao Mane,SHS,2,Post Graduate,44,3566000,Hingoli,0,0,M
Uttamrao Dagduji Bhagat,PRCP,0,10th Pass,58,360000,Hingoli,41000,0,M
Mane Nivedita Sambhajirao,NCP,0,Graduate,39,7913845,Ichalkaranji,387564,1,F
Dr. Patil Sanjay (Dada) Shamrao,SHS,0,Doctorate,34,21607010,Ichalkaranji,4340958,0,M
Kambale Sukumar Dattu,BBM,0,Post Graduate,43,408000,Ichalkaranji,0,0,M
Mane Sunita Arvind,IND,0,Literate,32,77900,Ichalkaranji,25000,0,F
Patil Sanjay Shamrao,IND,0,8th Pass,34,50000,Ichalkaranji,0,0,M
Y. G. Mahajan (Sir),BJP,1,Post Graduate,63,6719861,Jalgaon,0,0,M
D. D. Wani Photographer,IND,0,Literate,30,107000,Jalgaon,0,0,M
Dadaso. P. E. Tatya Patil,SP,4,Graduate,63,16551000,Jalgaon,730000,0,M
Dagadu Kitab Tadavi,IND,0,5th Pass,51,261000,Jalgaon,15000,0,M
Dr. Ulhas Vasudeo Patil,INC,0,Graduate,44,28599365,Jalgaon,7673660,0,M
Gawai Ravindra Tulshiram,BSP,0,Graduate,39,,Jalgaon,0,0,M
Danve Raosaheb Dadarao Patil,BJP,0,12th Pass,49,9681004,Jalna,715955,1,M
Chechani Rajendrakumar,IND,0,10th Pass,45,6317000,Jalna,44300,0,M
Dhabe Bhagwan Namdev,IND,0,Literate,38,150000,Jalna,0,0,M
Gadekar Ramu,BBM,0,Not Given,0,,Jalna,0,0,M
Garbade Parmeshwar,IND,0,Graduate,35,15000,Jalna,18000,0,M
Nade Dyaneshwar Dagdu,IND,0,8th Pass,28,25000,Jalna,0,0,M
Pachare Pandit,IND,0,Post Graduate,42,105000,Jalna,0,0,M
Pawar Uttamsingh Rajdharsingh,INC,0,Graduate,53,5814176,Jalna,3422028,0,M
Shaikh Feroj Ali,IND,0,Graduate,43,223000,Jalna,600000,0,M
Shaikh Usman Hussain,IND,0,Not Given,67,,Jalna,0,0,M
Shaikh Yakub Sk. Hussain Ansari,BMSM,0,Graduate,54,1000000,Jalna,557000,0,M
Shinde Babasaheb,IND,0,Not Given,45,282043,Jalna,96457,0,M
Sow. Archana Milind Khillare,BSP,0,Post Graduate,28,,Jalna,0,0,M
Tanpure Shivaji Arjunrao,SVRP,0,Graduate,49,2303000,Jalna,600000,0,M
Patil Shriniwas Dadasaheb,NCP,0,Post Graduate,63,12494141,Karad,0,1,M
Adv. Kamble Prabhakar Mansing,BSP,0,Post Graduate,36,532498,Karad,0,0,M
Anandrao Tukaram Thorat,IND,0,Graduate,41,862000,Karad,95,0,M
Jadhav Balikrishna Alias Balasaheb Bhimrao,RSPS,0,12th Pass,27,20000,Karad,0,0,M
Mankumare Vasant Dnyandev,SHS,1,Literate,43,7801718,Karad,853606,0,M
Adhalarao Patil Shivajirao,SHS,0,Post Graduate,48,52230281,Khed,12332651,1,M
Ashok Namdevrao Mohol,NCP,0,Graduate,61,29560892,Khed,0,0,M
Gadage Ganpatrao Maruti,RSPS,0,10th Pass,56,95000,Khed,0,0,M
Kudale Vivek Anant,BSP,0,10th Pass,35,36959500,Khed,1700000,0,M
A. R. Antulay,INC,0,Graduate Professional,75,28468000,Kolaba,0,1,M
A. R. Antulay,IND,0,5th Pass,52,58000,Kolaba,0,0,M
Kundlik Namdeo Thore,BSP,1,12th Pass,48,1204500,Kolaba,500000,0,M
Shyam Sawant,SHS,0,10th Pass,51,712874,Kolaba,332406,0,M
Vivek Patil,PWPI,0,Graduate,48,19766860,Kolaba,7105658,0,M
Mandlik Sadashivrao Dadoba,NCP,2,Graduate,69,8842586,Kolhapur,986985,0,M
Mahadik Dhananjay Bhimrao,SHS,0,Graduate,32,77651000,Kolhapur,18095000,0,M
Patrakar Sunanda Prakash More,PWPI,0,Graduate,45,283465,Kolhapur,0,0,F
Wagh Shankarrao Krishnaji,BSP,0,Post Graduate,67,680000,Kolhapur,10000,0,M
E.  V.  Alias Balasaheb Vikhe Patil,INC,0,10th Pass,72,36937860,Kopargaon,764653,1,M
Deshmukh Bhagwan Ranganath,IND,0,Not Given,68,375000,Kopargaon,23100,0,M
Dr. Bhise Indrakumar Devrao,RSPS,1,Doctorate,37,2831000,Kopargaon,1185000,0,M
Khule Dattatraya Nivrutti,IND,0,Literate,41,800000,Kopargaon,0,0,M
Kolse Ashok Eknath,IND,0,10th Pass,45,791000,Kopargaon,50000,0,M
Musmade Bhausaheb Jagannath,IND,0,Literate,33,28550,Kopargaon,0,0,M
Shaikh Riyaj Fajaloddin,IND,0,Graduate,51,60000,Kopargaon,122000,0,M
Vikhe Balasaheb Jaggannath,IND,0,Literate,46,365252,Kopargaon,11780,0,M
Waghmare Shankar Sadashiv,IND,0,Literate,32,,Kopargaon,0,0,M
Patil Rupatai Diliprao Nilangekar,BJP,0,10th Pass,47,1960659,Latur,5585583,1,F
Adv  Baburao Bandgar,LRP,0,Post Graduate,49,800000,Latur,127000,0,M
Adv.  Laxman Narhari Shinde,BSP,0,Graduate Professional,36,655000,Latur,0,0,M
Bagdure Vinayak Vishwanathrao,SVRP,0,Graduate Professional,41,3359212,Latur,300000,0,M
Dnyoso Kondekar Alias Vijayprakash,IND,0,Literate,57,100100,Latur,0,0,M
Dr Nitin Sopanrao Waghe,RSPS,0,Doctorate,35,20000,Latur,0,0,M
Godbole Mandakini Gyanu,PRCP,0,10th Pass,65,91000,Latur,0,0,F
Mane Gajanan Pandurang,IND,0,Not Given,49,,Latur,0,0,M
Manohar Anandrao Patil,IND,0,Not Given,38,630145,Latur,0,0,M
Patil Shivraj Vishwanath,INC,1,Post Graduate,68,42269841,Latur,3855985,0,M
Shaikh Kalim Allahbaksha,IND,0,8th Pass,28,,Latur,0,0,M
T M Kamble,RPI(D),0,Post Graduate,49,1041000,Latur,150000,0,M
Harischandra Devram Chavan,BJP,0,Graduate,53,3312291,Malegaon,9033,1,M
Bhika Harisingh Barde,IND,0,5th Pass,75,200000,Malegaon,0,0,M
Gavit Jiva Pandu,CPM,4,12th Pass,55,3078324,Malegaon,0,0,M
Gazi Amanulla Mubin Khan,BSP,0,Literate,44,,Malegaon,0,0,M
Gazi Atejaad Ah. Khan Mubin Ahmed Khan,National Loktantrik Party,0,5th Pass,50,,Malegaon,0,0,M
Mahale Haribhau Shankar,JD(S),0,Literate,66,9661883,Malegaon,1027274,0,M
Govinda,INC,1,Graduate,41,145298405,Mumbai North,25000000,0,M
Agrawal B. R. Kumar,SP,0,10th Pass,58,2802000,Mumbai North,0,0,M
Akhileshwar Nandlal Choubey,BSP,4,10th Pass,38,3282700,Mumbai North,0,0,M
Anita Naik,NSTP,0,10th Pass,42,2755800,Mumbai North,0,0,F
Babubhai Gala,IND,1,8th Pass,60,4945000,Mumbai North,61000,0,M
Mahant Shriramswrup Das Maharaj Ayodhyawale,ABHM,0,Literate,64,50000,Mumbai North,0,0,M
Mohammed Patel,IND,1,10th Pass,40,40000,Mumbai North,0,0,M
Rajesh B. Dharia,IND,0,Graduate,43,1529000,Mumbai North,0,0,M
Ram Naik,BJP,0,Post Graduate,69,11202006,Mumbai North,0,0,M
Ramasare (Bachhan) Yadav,KKJHS,1,10th Pass,40,290000,Mumbai North,0,0,M
Shaikh Fateh Mohammad,IND,0,Literate,45,1697940,Mumbai North,0,0,M
Shyam Tipanna Kurhade,IND,0,Literate,35,114000,Mumbai North,0,0,M
Vidya Chavan,IND,5,Graduate,48,11158779,Mumbai North,0,0,M
Eknath M. Gaikwad,INC,0,10th Pass,64,2045861,Mumbai North Central,0,1,M
Jaswar Satyaram Ballikaran,BSP,0,12th Pass,37,,Mumbai North Central,0,0,M
Khan Akram Ali,National Loktantrik Party,0,Others,33,2028000,Mumbai North Central,0,0,M
Khan Mohammad Basheer,IND,0,Not Given,58,475000,Mumbai North Central,0,0,M
Khan Mohd. Meraz,IND,0,5th Pass,35,10000,Mumbai North Central,0,0,M
Manohar Gajanan Joshi,SHS,0,Graduate Professional,66,31522555,Mumbai North Central,0,0,M
Shaikh Samad Abdul Salam,IND,0,8th Pass,30,,Mumbai North Central,0,0,M
Kamat Gurudas,INC,0,Graduate Professional,49,33894725,Mumbai North East,0,1,M
Abdul Sattar Mohammedsab Attar,KKJHS,0,Not Given,49,580000,Mumbai North East,0,0,M
Advocate S. K. Dubey,SP,0,Post Graduate,48,5324181,Mumbai North East,0,0,M
Dr. Sunil Tukaram Torne,BSP,0,Not Given,44,920000,Mumbai North East,810000,0,M
Khan Rais Ahmad,National Loktantrik Party,0,Graduate,36,528000,Mumbai North East,0,0,M
Kirit Somaiya,BJP,6,Graduate Professional,50,22509249,Mumbai North East,30565,0,M
Mahesh Madhukar Sawant-Patel,ABHM,0,10th Pass,40,289000,Mumbai North East,0,0,M
Pius Varghese Pullikottil,IND,2,12th Pass,33,29503,Mumbai North East,0,0,M
Raja Dhale,BBM,0,Post Graduate,63,3541665,Mumbai North East,115000,0,M
Shahaji Dhondiba Thorat,IND,0,Literate,40,196000,Mumbai North East,150000,0,M
Thapar Madan Lal,IND,1,Literate,53,16432000,Mumbai North East,2265500,0,M
Umesh Shrirang Dhende,IND,0,Literate,40,225000,Mumbai North East,0,0,M
Vithalrao Jadhav,MRRC,0,10th Pass,54,3247000,Mumbai North East,2400000,0,M
Ware Jyoti Maruti,IND,0,Post Graduate,27,170000,Mumbai North East,0,0,F
Sunil Dutt,INC,1,Graduate,74,204321510,Mumbai North West,0,0,M
Aarti Mehta,IND,0,Graduate,45,15600000,Mumbai North West,0,0,F
Anand Ravinder Singh,IND,0,10th Pass,62,,Mumbai North West,0,0,M
Diliprao D. Patil,BMSM,0,10th Pass,39,6210000,Mumbai North West,28000,0,M
Dubey Satyadev,IND,0,Post Graduate,69,3599635,Mumbai North West,0,0,M
Ismail Makwana,BSP,0,8th Pass,52,45000,Mumbai North West,526498,0,M
Khare Jayawant Mahadev,LRP,0,12th Pass,48,755000,Mumbai North West,0,0,M
Krishnan K. K.,IND,0,10th Pass,73,5419867,Mumbai North West,0,0,M
Patel Sairabano Mohammed,IND,1,Graduate,38,60000,Mumbai North West,0,0,M
Perimal John Baburao,IND,0,Literate,55,2026000,Mumbai North West,0,0,M
Raj Singh,IND,0,10th Pass,25,25000,Mumbai North West,0,0,M
Ramchandra Narayan Kachave,KKJHS,0,Post Graduate,36,126000,Mumbai North West,0,0,M
Sanjay Nirupam,SHS,1,Graduate,39,5148226,Mumbai North West,0,0,M
Shekhar Vaishnav,IND,0,Post Graduate,34,3456200,Mumbai North West,0,0,M
Adv. Amin Solkar,SP,0,Post Graduate,47,1075000,Mumbai South,0,0,M
Aziz Lalani,BSP,0,Graduate,50,5306000,Mumbai South,0,0,M
Jayawantiben Mehta,BJP,5,10th Pass,65,14581866,Mumbai South,0,0,M
Mahesh Gajanan Kulkarni,ABHM,0,Post Graduate,31,68903,Mumbai South,0,0,M
Ramnayak Tiwari,Akhil Bharatiya Jan Sangh,0,12th Pass,38,75000,Mumbai South,4200,0,M
Suhail Dil Nawaz,JP,1,Literate,37,27050000,Mumbai South,0,0,M
Mohan Rawale,SHS,4,10th Pass,55,5589646,Mumbai South Central,145918,0,M
Abdul Malik Choudhry,BSP,0,8th Pass,34,110000,Mumbai South Central,14500,0,M
Ahir Sachin,NCP,2,12th Pass,32,17095592,Mumbai South Central,40325,0,M
Ansari Husain Ahmed,Muslim League Kerala State Committee,0,10th Pass,50,1200000,Mumbai South Central,0,0,M
Pukhraj Chunnilal Jain,IND,0,10th Pass,48,3224500,Mumbai South Central,0,0,M
T. K. Choudhary,SP,0,Graduate,60,16137500,Mumbai South Central,1571890,0,M
Yashwant ( Prakash) Shinde,Akhil Bharatiya Jan Sangh,1,Literate,31,25500,Mumbai South Central,3437200,0,M
Vilas Muttemwar,INC,0,Graduate,55,10020540,Nagpur,2898977,1,M
Atalbahadursingh,BJP,0,Post Graduate,62,4388426,Nagpur,411557,0,M
Banwarilal Bhagwandas Purohit,VRP,2,Graduate,63,57129385,Nagpur,0,0,M
Diwakar Dhondbaji Patne,VJC,0,Graduate,49,13226282,Nagpur,870000,0,M
Diware Ramdas Rajeram,IND,0,Not Given,55,50000,Nagpur,0,0,M
Dr. Banmala Golpelwar,IND,1,Doctorate,61,3120000,Nagpur,133783,0,M
Dr. K. H. Jambhulkar,IND,1,Doctorate,61,1475218,Nagpur,0,0,M
Hajare Bhajandas Dayaram,Ambedkarist Republican Party,0,Graduate,61,370000,Nagpur,5000,0,M
Iqbalsingh Hajarasingh Salhotra,IND,0,Literate,38,1285618,Nagpur,204162,0,M
Jayanta Anant Dalvi,BSP,0,Graduate,30,195000,Nagpur,0,0,M
Kurve Siddartha Asaram,IND,0,Post Graduate,49,,Nagpur,0,0,M
Rammurti Keshvrao Chimote,GGP,0,Literate,37,89567,Nagpur,0,0,M
Sanjay Saoji Deshpande,HJP,0,10th Pass,36,,Nagpur,0,0,M
(Aids Man) Prakash Taterao Landge,IND,0,Graduate,35,50000,Nanded,0,0,M
(Naik) Devkatte Venkatrao Narsingrao,RSPS,0,Graduate,32,,Nanded,0,0,M
Adv. C. S. Baheti,JP,0,Post Graduate,51,3105500,Nanded,1642400,0,M
Adv. Deelip Prabhakarrao Kulkarni (Phulvalkar),IND,0,Post Graduate,36,1028800,Nanded,0,0,M
Altaf Ahmed Saani Sk. Amir,LRP,0,10th Pass,46,500000,Nanded,0,0,M
Borgaonkar Nivruti Vithalrao,IND,0,Graduate,51,983045,Nanded,0,0,M
Gaikwad Suresh Dnyanoba,BBM,1,10th Pass,46,1050000,Nanded,637000,0,M
Jadhav Vishnu Maroti,IND,0,10th Pass,35,,Nanded,0,0,M
Khatgaonkar Bhaskarrao Bapurao,INC,0,Graduate,60,43813970,Nanded,1276000,0,M
Narayan Satvaji Sureshi,IND,0,Post Graduate,58,1054023,Nanded,0,0,M
Shaikh (Tamboli) Wahida Maheboobpasha,BSP,0,Post Graduate,37,235000,Nanded,0,0,F
Yadav Manohar Sahebrao,IND,0,8th Pass,37,,Nanded,0,0,M
Dr. Natawadkar Suhas Jayant,BJP,0,Doctorate,43,4385000,Nandurbar,1125000,0,M
Gavit Sobaji Devalya,LRP,0,Post Graduate,50,250000,Nandurbar,0,0,M
Naik Babulal Rupsing,BSP,0,Graduate,40,390000,Nandurbar,0,0,M
Thakre Tukaram Bhamata,BBM,0,8th Pass,39,,Nandurbar,0,0,M
Pingale Devidas Anandrao,NCP,1,10th Pass,43,19757718,Nashik,5607433,0,M
Ansari Mohammed Ismail Mohammed Ibrahim,BMSM,0,Graduate,39,274000,Nashik,0,0,M
Bhaskar Ganpat Sirsat,IND,0,10th Pass,45,310000,Nashik,0,0,M
Gunjal Radheshyam Shivram,CPI,0,Graduate,44,7613000,Nashik,0,0,M
Lata Bhika Barde,IND,0,Literate,37,230000,Nashik,0,0,F
Navale Somnath Nanasaheb,SVRP,0,12th Pass,28,1438000,Nashik,200000,0,M
Patil Dasharath Dharmaji,SHS,1,8th Pass,39,8562318,Nashik,15780,0,M
Pawar Gajiram Lahanu,BSP,0,Graduate,51,2465095,Nashik,0,0,M
Vimaltai Nivuttirao Avhad,IND,0,Graduate,55,204521,Nashik,0,0,F
Narhire Kalpana Ramesh,SHS,5,10th Pass,34,3234992,Osmanabad,510681,0,M
Dekule Kanifnath Dulha,BSP,0,12th Pass,43,430000,Osmanabad,2250,0,M
Dhobale Laxman Kondiba,NCP,3,Post Graduate,51,7998797,Osmanabad,674054,0,M
Kadappa Gade,IND,0,Graduate,60,2341000,Osmanabad,0,0,M
Navnath Dashrath Uplekar,IND,0,8th Pass,52,50000,Osmanabad,0,0,M
Raut Vitthal Kundlik,IND,0,Illiterate,60,574850,Osmanabad,70,0,M
Tupsundare Balaji Bapurao,LRP,0,Others,33,10500,Osmanabad,0,0,M
Zombade Sandipan Rama,IND,0,Graduate,36,,Osmanabad,0,0,M
Athawale Ramdas Bandu,RPI(A),0,Graduate,43,2656172,Pandharpur,0,1,M
Adv Naiknavare Purushottam Bhagvan,RSPS,0,Not Given,57,3926538,Pandharpur,55319,0,M
Dr.  Sharda Haridas Sonavane,IND,0,Graduate,32,255000,Pandharpur,0,0,F
Kale Avinash Tatyasaheb,IND,0,Post Graduate,40,400000,Pandharpur,0,0,M
Kshirsagar Nagnath Dattatray,BJP,0,Literate,52,3619786,Pandharpur,1039792,0,M
Lankeshwar Kalyan Bhagwan,IND,0,Graduate,53,870000,Pandharpur,800000,0,M
Ramesh Rohidas Nirmal,BSP,0,Graduate,39,175000,Pandharpur,10000,0,M
Texasdada Gaikwad,IND,0,Graduate Professional,56,4501000,Pandharpur,75000,0,M
Waghmare Sunil Tarachand,PRCP,0,Graduate,36,270000,Pandharpur,0,0,M
Tukaram Ganpatrao Renge Patil,SHS,13,Post Graduate,49,6060000,Parbhani,1950000,0,M
Chaudhari Tukaram Namdevrao,IND,0,Literate,39,285000,Parbhani,30000,0,M
Gaffar Master,SP,0,10th Pass,42,1170000,Parbhani,300000,0,M
Rumale Tukaram Dhondiba,PRCP,0,Graduate,45,100000,Parbhani,0,0,M
Shaikh Akhil Shaikh Rahim,National Loktantrik Party,0,8th Pass,36,610000,Parbhani,0,0,M
Shaikh Moin Shaikh Jafar,IND,0,Not Given,48,,Parbhani,0,0,M
Sonwane Rajesh Namdev,IND,0,Not Given,33,110000,Parbhani,0,0,M
Suresh Ambadasrao Warpudkar,NCP,0,Post Graduate,52,13490000,Parbhani,588210,0,M
Kalmadi Suresh,INC,1,Graduate,59,39947625,Pune,1700000,0,M
Adagale Bhau Ramchandra,IND,0,10th Pass,44,105000,Pune,0,0,M
Amte Vinod Ramchandra,IND,0,Graduate,49,2486000,Pune,470000,0,M
Anwar Ismail Bagwan,IND,0,Graduate,38,2000,Pune,130000,0,M
Arun Bhatia,IND,1,Post Graduate,61,19873368,Pune,0,0,M
Chavan Popatrao Kisanrao,IND,0,Graduate,75,1946735,Pune,21238,0,M
Gaikwad Jayawnt Dharmaji,BSP,2,Graduate,35,245000,Pune,90000,0,M
Gaikwad Vitthal Baburao,IND,0,12th Pass,42,10000,Pune,0,0,M
Jadhav Ganesh Devram,BBM,0,10th Pass,42,,Pune,60000,0,M
Kamble Sadanand Bhimrao,IND,0,5th Pass,76,2810000,Pune,0,0,M
Kanchwala Nuruddin Altaf Hussein,IND,0,Literate,44,630000,Pune,0,0,M
Nitin Dattatraya Jagtap,IND,9,Graduate,44,4071500,Pune,200000,0,M
Pradip Trimbak Rawat,BJP,3,Graduate,48,27099950,Pune,5062000,0,M
Prof. Anandrao Bhanudas Dadas,RSPS,0,Post Graduate,30,625000,Pune,71000,0,M
Prof. Tribhuvan Sampat,IJP,0,Post Graduate,42,3102000,Pune,610991,0,M
Rajiv Deshpande,HEAP,0,Post Graduate,41,960000,Pune,0,0,M
Rawat Pramila,IND,0,8th Pass,44,20857,Pune,0,0,F
