Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
Srinivas,IND,0,12th Pass,35,,Nagarkurnool,0,0,M
T. Ratnakar,BJP,0,Doctorate,50,2608046,Nagarkurnool,0,0,M
Tangirala Paramjyothi,BSP,0,Post Graduate,50,6650000,Nagarkurnool,3000000,0,M
Gutha Sukender Reddy,INC,0,12th Pass,55,16040830,Nalgonda,16662997,1,M
A. Nageshwar Rao,PPOI,0,Not Given,59,1043501,Nalgonda,0,0,M
Boalla Karunakar,IND,0,Not Given,33,,Nalgonda,0,0,M
Bollusani Krishnaiah,IND,0,10th Pass,45,250000,Nalgonda,0,0,M
Daida Lingaiah,IND,0,Not Given,51,125000,Nalgonda,0,0,M
Kv Srinivasa Charyulu,IND,0,Post Graduate,30,1044077,Nalgonda,0,0,M
Marry Nehemiah,IND,0,12th Pass,55,80000,Nalgonda,0,0,M
Md. Nazeemuddin,IND,0,Graduate,50,476517,Nalgonda,0,0,M
Nazeeruddin,BSP,0,Graduate,50,476517,Nalgonda,0,0,M
P. Karuna,PRAP,2,Graduate,52,11891555,Nalgonda,4271877,0,M
Shaik Ahmed,IND,0,Not Given,57,,Nalgonda,0,0,M
Suravaram Sudhakar Reddy,CPI,0,Graduate Professional,67,3724417,Nalgonda,429800,0,M
Vedire Sreeram,BJP,0,Post Graduate,39,6365250,Nalgonda,25207,0,M
Yalagandula Ramu,IND,0,10th Pass,41,,Nalgonda,0,0,M
S.P.Y.Reddy,INC,1,Graduate Professional,59,92821000,Nandyal,0,0,M
A.U.Farooq,IND,0,5th Pass,26,1010000,Nandyal,0,0,M
Abdul Sattar . G,B. C. United Front,0,10th Pass,26,600000,Nandyal,0,0,M
Ambati Rameswara Reddy,IND,0,Not Given,35,700000,Nandyal,0,0,M
B.P.Kambagiri Swamy,IND,1,10th Pass,36,450000,Nandyal,0,0,M
B.R.L.Reddy,IND,1,10th Pass,40,1841700,Nandyal,1204000,0,M
B.V.Rami Reddy,IND,0,Graduate,47,450000,Nandyal,0,0,M
Bhuma Venkata Nagi Reddy,PRAP,0,12th Pass,45,68271000,Nandyal,7465000,0,M
G.Balaswamy,IND,0,Post Graduate,37,543820,Nandyal,0,0,M
Gali Rama Subba Reddy,IND,0,5th Pass,33,160000,Nandyal,30000,0,M
K.Arther Pancharatnam,IND,0,12th Pass,42,,Nandyal,10000,0,M
Nasyam Mohammed Farook,TDP,0,10th Pass,57,29170000,Nandyal,0,0,M
Pichhike Narendra Dev,RKSP,0,10th Pass,39,28000,Nandyal,0,0,M
Rama Jagannadha Reddy Tamidela,LSP,0,Not Given,34,785000,Nandyal,0,0,M
S.Mohammed Ismail,BSP,0,12th Pass,39,395000,Nandyal,0,0,M
Sadhu Veera Venkata Ramanaiah,RDMP,0,12th Pass,35,807000,Nandyal,0,0,M
Singam Venkateshwara Reddy,IND,1,8th Pass,35,708500,Nandyal,50000,0,M
T.Mahesh Naidu,IND,0,Illiterate,27,6500,Nandyal,0,0,M
T.Srinuvasulu,IND,0,Illiterate,38,750000,Nandyal,200000,0,M
V.Seshi Reddy,IND,0,10th Pass,33,2235000,Nandyal,550000,0,M
Venugopala Reddy Modugula,TDP,2,Graduate Professional,42,27493309,Narasaraopet,51964,0,M
Annamraju Venugopala Madhava Rao,IND,0,Graduate Professional,37,210000,Narasaraopet,0,0,M
Atchala Narasimha Rao,IND,0,Graduate Professional,39,212000,Narasaraopet,0,0,M
Balashowry Vallabhaneni,INC,0,Graduate,42,1219428113,Narasaraopet,9984,0,M
Bejjam Ratnakara Rao,BSP,0,Graduate,48,1666568,Narasaraopet,0,0,M
Ganugapenta Uttama Reddy,LSP,0,Graduate,30,182000,Narasaraopet,0,0,M
Katamaraju Nalagorla,IND,0,Post Graduate,61,100000,Narasaraopet,0,0,M
Ramadugu Venkata Subba Rao,SP,0,Graduate,45,5580000,Narasaraopet,6200000,0,M
S.G. Mastan Vali,PPOI,0,Not Given,31,10000,Narasaraopet,0,0,M
Shaik Syed Saheb,PRAP,0,Graduate,67,16125000,Narasaraopet,5500000,0,M
Srinivasa Reddy Kesari,IND,0,12th Pass,40,240000,Narasaraopet,549061,0,M
Vallepu Krupa Rao,BJP,0,8th Pass,51,2576000,Narasaraopet,0,0,M
Yampati Veeranjaneya Reddy,IND,0,10th Pass,38,,Narasaraopet,0,0,M
Bapiraju Kanumuru,INC,0,10th Pass,61,30574013,Narsapuram,3812438,1,M
Alluri Yugandhara Raju,PPOI,0,Post Graduate,44,1685000,Narsapuram,0,0,M
Bhupathiraju Srinivasa Varma,BJP,0,Post Graduate,41,2514050,Narsapuram,0,0,M
Gubbala Tammaiah,PRAP,0,Doctorate,61,5869653,Narsapuram,825248,0,M
Kalidindi Bhimaraju,IND,0,Post Graduate,73,21087052,Narsapuram,50000,0,M
Kalidindi Viswanadha Raju,BSP,0,12th Pass,39,9577900,Narsapuram,2785000,0,M
M V R Raju,RDMP,0,10th Pass,35,15000,Narsapuram,0,0,M
Manorama Sanku,LSP,0,Post Graduate,62,8972000,Narsapuram,0,0,F
Navundru Rajendra Prasad,BSSP,0,10th Pass,44,799500,Narsapuram,0,0,M
M Rajamohan Reddy,INC,0,Graduate Professional,59,363462696,Nellore,0,1,M
Bathina Narasimha Rao,BJP,0,Not Given,65,11187000,Nellore,1500000,0,M
D Venkata Bhaskar Reddy,IND,0,10th Pass,37,140000,Nellore,0,0,M
Jana Ramachandraiah,PRAP,0,Graduate Professional,56,148473064,Nellore,54864453,0,M
Karimulla,IND,0,12th Pass,42,25000,Nellore,0,0,M
M Chandra Sekhar Yadav,IND,0,Doctorate,40,680000,Nellore,0,0,M
S Padma Nageswara Rao,BSP,0,Not Given,59,2750000,Nellore,0,0,M
S Satyanarayana,PPOI,0,Graduate,41,,Nellore,0,0,M
Syed Hamza Hussainy,IND,0,Graduate Professional,46,2750000,Nellore,200079,0,M
V Venu Gopala Reddy,TDP,0,Post Graduate,59,40291993,Nellore,0,0,M
Vemuri Bhaskara Rao,LSP,0,Graduate Professional,36,4330000,Nellore,591000,0,M
Madhu Yaskhi Goud,INC,0,Post Graduate,50,119108338,NELLORE :BYE ELECTION ON 12-06-2012,15422084,0,M
Aaris Mohammed,IND,0,10th Pass,46,16554,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M
Bigala Ganesh,TRS,0,Graduate Professional,39,38799851,NELLORE :BYE ELECTION ON 12-06-2012,422292,0,M
D.S.R. Chaudary,LSP,0,Not Given,52,12355847,NELLORE :BYE ELECTION ON 12-06-2012,2496889,0,M
Gaddam Srinivas,IND,0,Doctorate,47,11437000,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M
Jala Bapu Reddy,BJP,0,Post Graduate,59,7089760,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M
Kandem Prabhakar,IND,0,10th Pass,44,2100000,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M
P. Vinay Kumar,PRAP,0,Post Graduate,51,183208378,NELLORE :BYE ELECTION ON 12-06-2012,68550,0,M
Rapelly Srinivas,IND,0,Graduate,34,45000,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M
S Sujatha,Trilinga Praja Pragati Party,0,Not Given,43,,NELLORE :BYE ELECTION ON 12-06-2012,4000,0,M
V Sathyanarayana Murthy,PPOI,0,Doctorate,51,9435000,NELLORE :BYE ELECTION ON 12-06-2012,762315,0,M
Y Ramulu,BSP,0,Graduate,53,,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M
Madhu Yaskhi Goud,INC,0,Post Graduate,50,119108338,Nizamabad,15422084,1,M
Aaris Mohammed,IND,0,10th Pass,46,16554,Nizamabad,0,0,M
Bigala Ganesh,TRS,0,Graduate Professional,39,38799851,Nizamabad,422292,0,M
D.S.R. Chaudary,LSP,0,Not Given,52,12355847,Nizamabad,2496889,0,M
Gaddam Srinivas,IND,0,Doctorate,47,11437000,Nizamabad,0,0,M
Jala Bapu Reddy,BJP,0,Post Graduate,59,7089760,Nizamabad,0,0,M
Kandem Prabhakar,IND,0,10th Pass,44,2100000,Nizamabad,0,0,M
P. Vinay Kumar,PRAP,0,Post Graduate,51,183208378,Nizamabad,68550,0,M
Rapelly Srinivas,IND,0,Graduate,34,45000,Nizamabad,0,0,M
S Sujatha,Trilinga Praja Pragati Party,0,Not Given,43,,Nizamabad,4000,0,F
V Sathyanarayana Murthy,PPOI,0,Doctorate,51,9435000,Nizamabad,762315,0,M
Y Ramulu,BSP,0,Graduate,53,,Nizamabad,0,0,M
Magunta Srinivasulu Reddy,INC,0,Graduate,55,102065901,Ongole,0,1,M
Chaluvadi Srinivasarao,PPOI,0,10th Pass,38,60000,Ongole,0,0,M
Madduluri Malakondaiah Yadav,TDP,0,Graduate,47,90741921,Ongole,8347977,0,M
Mandava Vasudeva,BJP,0,12th Pass,56,272711,Ongole,185460,0,M
Nalamalapu Lakshminarasareddy,IND,0,Graduate,40,530500,Ongole,0,0,M
Pidathala Sai Kalpana,PRAP,0,12th Pass,50,10472574,Ongole,0,0,M
Shaik Shajahan,IND,0,12th Pass,49,843000,Ongole,0,0,M
Dr. G. Vivekanand,INC,0,Graduate Professional,51,729509675,Peddapalle,0,1,M
A. David Raju,PRAP,1,10th Pass,36,1460000,Peddapalle,0,0,M
A.Kamalamma,IND,0,Not Given,36,155000,Peddapalle,0,0,F
Ambala Mahendar,IND,0,5th Pass,38,,Peddapalle,0,0,M
B.Mallaiah,IND,0,Not Given,32,,Peddapalle,0,0,M
D.Ramulu,IND,0,5th Pass,51,300000,Peddapalle,0,0,M
Domasa Srinivas,TRS,2,12th Pass,41,4179400,Peddapalle,1950000,0,M
Gaddala Vinay Kumar,IND,0,8th Pass,51,5284500,Peddapalle,1050,0,M
Gajjela Swamy,BSP,0,10th Pass,49,1574000,Peddapalle,0,0,M
Gorre Ramesh,IND,0,Graduate Professional,42,300000,Peddapalle,0,0,M
K.Rajaswar,IND,0,Not Given,38,,Peddapalle,0,0,F
Krishna Sabbali,MCPI(S),0,Not Given,39,,Peddapalle,30000,0,M
Mathangi Narsaiah,BJP,0,Post Graduate,63,8914000,Peddapalle,7000,0,M
Nallala Kanukaiah,IND,0,10th Pass,39,67500,Peddapalle,0,0,M
S.Laxmaiah,IND,0,10th Pass,41,350000,Peddapalle,50000,0,M
V Arun Kumar,INC,2,Graduate Professional,53,13073077,Rajahmundry,979680,0,M
Dr. Paladugu Chandramouli,LSP,0,Graduate Professional,69,6418000,Rajahmundry,45000,0,M
M Murali Mohan,TDP,0,12th Pass,68,140109874,Rajahmundry,3554215,0,M
M Papi Reddy,Trilinga Praja Pragati Party,1,10th Pass,29,,Rajahmundry,0,0,M
M Ramakrishna Rao,IND,0,Graduate Professional,51,1000630,Rajahmundry,0,0,M
Meda Srinivas,RPC(S),8,Post Graduate,29,5124000,Rajahmundry,48000,0,M
P Ganeswara Rao,IND,0,Post Graduate,46,360000,Rajahmundry,0,0,M
S Subhalakshmi,IND,0,10th Pass,44,20000,Rajahmundry,0,0,M
U V Krishnam Raju,PRAP,0,Not Given,69,86260434,Rajahmundry,21428701,0,M
V Koteswara Rao,BSP,0,Graduate Professional,43,3147000,Rajahmundry,0,0,M
V Nageswara Rao,IND,0,Graduate Professional,46,19027716,Rajahmundry,175000,0,M
Annayyagari Sai Prathap,INC,0,12th Pass,64,6233245,Rajampet,605031,1,M
Adi Narayana Reddy .V,BSSP,0,Graduate Professional,40,4379300,Rajampet,1140000,0,M
Allapureddy. Harinatha Reddy,BJP,0,Graduate Professional,69,120228299,Rajampet,3490666,0,M
Asadi Venkatadri,IND,0,12th Pass,41,2930000,Rajampet,130000,0,M
B. Krishnappa,IND,0,10th Pass,32,650000,Rajampet,250000,0,M
D.A. Srinivas,PRAP,1,Graduate Professional,36,670119543,Rajampet,375816032,0,M
Dr. Arava. Venkata Subba Reddy,PPOI,0,Not Given,38,9349125,Rajampet,3288000,0,M
Haji Mohammad Azam,IND,0,10th Pass,82,3000000,Rajampet,0,0,M
Indra Prakash,IND,0,Graduate Professional,32,950000,Rajampet,0,0,M
Kasthuri Obaiah Naidu,IND,0,10th Pass,55,1223000,Rajampet,120000,0,M
Nageswara Rao Edagottu,LSP,0,Graduate Professional,38,543030,Rajampet,13000,0,M
Pula Raghu,IND,0,10th Pass,44,,Rajampet,0,0,M
Ramesh Kumar Reddy Reddappagari,TDP,0,Post Graduate,44,21688385,Rajampet,3679156,0,M
Shaik Ameen Peeran,ANC,0,Graduate Professional,39,140000,Rajampet,40000,0,M
Sunkara Sreenivas,BSP,0,Graduate Professional,42,21329775,Rajampet,0,0,M
Anjan Kumar Yadav,INC,0,12th Pass,47,20620697,Secunderabad,1500000,1,M
Abdus Sattar Mujahed,MUL,0,Graduate,41,1139000,Secunderabad,0,0,M
Ambati Krishna Murthi,IND,0,Not Given,50,235000,Secunderabad,400000,0,M
B. Dattatreya,BJP,0,Graduate,61,79280671,Secunderabad,750000,0,M
B. Gopala Krishna,IND,0,8th Pass,42,,Secunderabad,0,0,M
Baber Ali Khan,IND,0,8th Pass,53,120000,Secunderabad,0,0,M
C.V.L Narasimha Rao,LSP,0,Graduate Professional,54,3370000,Secunderabad,150000,0,M
Ch.Murahari,IND,0,Not Given,49,,Secunderabad,0,0,M
Devi Das Rao Ghodke,IND,0,Not Given,63,530626,Secunderabad,0,0,M
Dr. D. Sravan Kumar,PRAP,0,Doctorate,41,5896000,Secunderabad,65313,0,M
G. Rajaiah,IND,0,Graduate,48,63056,Secunderabad,35271,0,M
Indad Jah,ANC,0,Not Given,64,25000,Secunderabad,0,0,M
K. Srinivasa Chari,IND,0,Not Given,49,25000,Secunderabad,20000,0,M
Lellapalli Aseervadam,IND,0,Graduate,51,1300000,Secunderabad,0,0,M
M. Bhagya Matha,IND,0,10th Pass,38,25000,Secunderabad,650000,0,F
M. Venkatesh,BSP,0,12th Pass,32,2470000,Secunderabad,745000,0,M
Md. Ali,TRS,0,Graduate,55,13105000,Secunderabad,460990,0,M
Md. Osman Qureshee,Ajeya Bharat Party,0,5th Pass,35,3050000,Secunderabad,0,0,M
P.Damodar Reddy,PPOI,0,10th Pass,49,10595000,Secunderabad,0,0,M
Polishetty Ram Mohan,Samata Party,0,Graduate Professional,57,160000,Secunderabad,0,0,M
S.Devaiah,TNPP,0,Graduate,59,1988000,Secunderabad,0,0,M
Shiraz Khan,UWF,0,12th Pass,39,85000,Secunderabad,110000,0,F
Srinivasa Sudhish Rambhotla,TDP,0,Graduate Professional,40,178833380,Secunderabad,0,0,M
K. Krupa Rani,INC,0,Graduate Professional,47,18491160,Srikakulam,2642781,1,F
D. Ravindra Babu,BJP,0,Post Graduate,38,8873562,Srikakulam,1768484,0,M
K. Yerran Naidu,TDP,0,Graduate Professional,51,6721697,Srikakulam,0,0,M
Nanda Prasada Rao,PPOI,0,Post Graduate,37,660000,Srikakulam,0,0,M
T Sudhakar Rao,BSP,0,Post Graduate,57,423273,Srikakulam,0,0,M
V. Kalyani,PRAP,0,Post Graduate,29,3300000,Srikakulam,1800000,0,F
Chinta Mohan,INC,0,Graduate Professional,54,5512900,Tirupati,557719,1,M
Degala Suryanarayana,PPOI,0,Others,34,20000,Tirupati,0,0,M
Dhanasekhar Gundluru,RPI(A),0,12th Pass,41,64000,Tirupati,0,0,M
J Venkateshwarlu,LSP,0,10th Pass,43,1748251,Tirupati,850000,0,M
Kattamanchi Prabhakar,IND,0,Graduate Professional,40,145000,Tirupati,0,0,M
N Venkataswamy,BJP,0,Doctorate,77,18030000,Tirupati,0,0,M
O Venkata Krishna Prasad,IND,0,Doctorate,43,573,Tirupati,0,0,M
V Varaprasada Rao,PRAP,0,Doctorate,55,25242856,Tirupati,0,0,M
Varla Ramaiah,TDP,1,Graduate Professional,58,5308816,Tirupati,300000,0,M
Y Munikrishnaiah,IND,0,Graduate,64,4535120,Tirupati,350000,0,M
L Rajagopal,INC,0,Graduate Professional,45,1222964909,Vijayawada,23967984,1,M
Bolisetty Haribabu,IND,0,Illiterate,46,1277000,Vijayawada,0,0,M
Boppa Venkateswara Rao,IND,0,Graduate,42,654954,Vijayawada,55000,0,M
Chanamolu Rajiv,PRAP,3,Graduate Professional,43,14543149,Vijayawada,0,0,M
D Kishore Kumar,LSP,0,Others,59,25256150,Vijayawada,0,0,M
P Venkateswara Rao,IND,0,8th Pass,41,5000,Vijayawada,0,0,M
Raghava Rao Jakka,PPOI,0,5th Pass,60,56190000,Vijayawada,0,0,M
S Krishna Murthy,IND,0,Graduate,46,899000,Vijayawada,2990000,0,M
V Vamsi Mohan,TDP,2,Post Graduate,38,344978721,Vijayawada,1980716,0,M
D. Purandareshwari,INC,0,Graduate,49,202639034,Visakhapatnam,560000,1,F
Apparao Golagana,IND,0,Graduate Professional,46,7750000,Visakhapatnam,525000,0,M
Bandam Venkat Rao,IND,0,Graduate,32,50000,Visakhapatnam,0,0,M
Bethala Kegiya Rani,BSP(AP),0,5th Pass,26,,Visakhapatnam,0,0,F
D Bharathi,PPOI,0,Graduate,53,3140000,Visakhapatnam,300000,0,F
D V Ramana,TNPP,0,Not Given,37,,Visakhapatnam,0,0,M
D.V. Subba Rao,BJP,0,Graduate Professional,76,25660000,Visakhapatnam,0,0,M
I M Ahmed,BSP,0,Graduate Professional,41,5793700,Visakhapatnam,0,0,M
M.T. Venkateshwara Rao,LSP,0,Graduate Professional,42,11361400,Visakhapatnam,2000000,0,M
Ramesh Lanka,BSSP,0,Not Given,49,9270000,Visakhapatnam,0,0,M
Rangaraju Kalidindi,IND,0,5th Pass,46,,Visakhapatnam,0,0,M
Yaddanapudi Ranga Rao,IND,0,Doctorate,78,6038000,Visakhapatnam,0,0,M
Yalamanchili Prasad,IND,1,Graduate,54,1430000,Visakhapatnam,150000,0,M
B. Jhansi,INC,1,Post Graduate,45,22951539,Vizianagaram,0,0,M
Dutla Satya Appala Sivananda Raju,LSP,0,Not Given,34,1175000,Vizianagaram,0,0,F
G Chinnam Naidu,BSP,0,Post Graduate,56,5298500,Vizianagaram,10228229,0,M
K. Appala Naidu,TDP,2,Graduate Professional,41,33288500,Vizianagaram,9155485,0,M
K. Ganapathi Rao,PRAP,0,Graduate Professional,52,35000821,Vizianagaram,9200000,0,M
L K Jain,PPOI,0,10th Pass,60,336000,Vizianagaram,2500000,0,M
P. Sanyasi Raju,BJP,0,Graduate Professional,51,63989000,Vizianagaram,6863993,0,M
R Venkata Sathyanarayana,BSSP,0,12th Pass,28,50000,Vizianagaram,0,0,M
V Maheswar Rao,IND,0,10th Pass,35,25000,Vizianagaram,0,0,M
Rajaiah Siricilla,INC,0,Graduate,55,4224704,Warangal,1461167,1,M
Ballepu Venkat Narsinga Rao,LSP,0,Graduate,37,548200,Warangal,0,0,M
D. Sreedhar Rao,IND,0,Post Graduate,37,76000,Warangal,0,0,M
Damera Mogili,IND,0,10th Pass,36,20000,Warangal,0,0,M
Dommati Sambaiah,TDP,4,Graduate,45,2840000,Warangal,700000,0,M
Dr. Chandragiri Rajamouli,PRAP,0,Graduate Professional,49,14160000,Warangal,2285000,0,M
Dubasi Narsing,IND,0,Post Graduate,46,67039,Warangal,0,0,M
Kannam Venkanna,IND,0,Graduate,32,190000,Warangal,80000,0,M
Krishnadhi Srilatha,IND,0,10th Pass,33,111787,Warangal,153000,0,F
Ontela Mondaiah,PPOI,0,Post Graduate,58,200000,Warangal,0,0,M
P.Lalaiah,BSP,0,Post Graduate,65,2352327,Warangal,0,0,M
Pakala Devadanam,IND,0,8th Pass,74,11787,Warangal,0,0,M
Ramagalla Parameshwar,TRS,0,Graduate Professional,55,2335000,Warangal,450000,0,M
Somaiah Ganapuram,IND,0,5th Pass,41,15000,Warangal,0,0,M
Vonteri Jaipal,BJP,0,Post Graduate,63,1950000,Warangal,0,0,M
Suresh Kumar Shetkar,INC,0,Graduate,46,3011999,Zahirabad,0,1,M
Baganna,BJP,0,Others,66,1673500,Zahirabad,0,0,M
Basava Raj Patil,IND,0,Graduate Professional,39,5850000,Zahirabad,255000,0,M
Benjamin Raju,IJP,0,Post Graduate,39,200000,Zahirabad,0,0,M
Chitta Rajeshwar Rao,IND,0,12th Pass,45,1695000,Zahirabad,200000,0,M
M. Ravindra Reddy,LSP,0,Post Graduate,39,1290000,Zahirabad,0,0,M
M. Shiva Kumar,PRAP,2,5th Pass,43,29424500,Zahirabad,500734,0,M
M.Vishnu Mudiraj,BSP,0,10th Pass,35,1705000,Zahirabad,1400000,0,M
Powar Singh Hatti Singh,IND,0,10th Pass,36,350000,Zahirabad,0,0,M
Syed Yousuf Ali,TRS,1,12th Pass,54,32900000,Zahirabad,0,0,M
Ninong Ering,INC,0,Graduate,50,104320000,Arunachal East,1251784,1,M
Dr. Samson Borang,PPA,0,Graduate,33,2474000,Arunachal East,0,0,M
Lowangcha Wanglat,Arunachal Congress,0,Graduate,66,26760000,Arunachal East,0,0,M
Tapir Gao,BJP,0,Post Graduate,48,18520000,Arunachal East,0,0,M
Takam Sanjoy,INC,0,Graduate,42,24137021,Arunachal West,0,1,M
Kiren Rijiju,BJP,0,Graduate Professional,37,8295139,Arunachal West,9500,0,M
Subu Kechi,IND,2,Graduate Professional,36,1000,Arunachal West,0,0,M
Taba Taku,LB,0,Graduate,25,10000,Arunachal West,0,0,M
Biren Singh Engti,INC,0,Post Graduate,69,25297068,Autonomous District,0,1,M
Dr. Jayanta Rongpi,CPI(ML)(L),0,Post Graduate,54,3306831,Autonomous District,0,0,M
Elwin Teron,Autonomous State Demand Committee,0,Post Graduate,48,828169,Autonomous District,0,0,M
Hiddhinath Rongpi,NCP,0,Graduate,45,1617930,Autonomous District,0,0,M
Kabon Timungpi,IND,0,10th Pass,56,75000,Autonomous District,0,0,M
Kulendra Daulagupu,BJP,1,Post Graduate,36,1682919,Autonomous District,0,0,M
Ismail Hussain,INC,0,Post Graduate,55,9931726,Barpeta,0,1,M
Abdul Kaddus,SP,0,10th Pass,35,199000,Barpeta,0,0,M
Abdul Kader,IND,0,Graduate,41,214000,Barpeta,0,0,M
Abdus Samad Ahmed,AUDF,2,Post Graduate,41,1641461,Barpeta,0,0,M
Abu Chand Mahmmad,RPI(A),0,Others,63,300000,Barpeta,0,0,M
Bhadreswar Das,IND,0,10th Pass,40,789000,Barpeta,0,0,M
Bhupen Ray,AGP,0,Graduate,49,5271487,Barpeta,0,0,M
Dewan Joynal Abedin,IND,0,Post Graduate,65,1254748,Barpeta,45131,0,M
Durgeswar Deka,CPM,0,Post Graduate,54,33000,Barpeta,0,0,M
Golap Hussain Mazumder,IND,0,Post Graduate,35,50000,Barpeta,0,0,M
Kandarpa Lahkar,RVNP,0,Graduate,53,6692000,Barpeta,1218632,0,M
Md. Amir Ali,RJD,0,Post Graduate,42,2711656,Barpeta,23000,0,M
Md. Dilir Khan,MUL,0,Graduate,42,50200,Barpeta,0,0,M
Muij Uddin Mahmud,LJP,0,Graduate Professional,52,3228904,Barpeta,0,0,M
Badruddin Ajmal,AUDF,0,Literate,54,303520991,Dhubri,0,1,M
Alok Sen,SP,0,Graduate,37,1199442,Dhubri,0,0,M
Anwar Hussain,INC,0,Graduate Professional,62,1285167,Dhubri,679449,0,M
Arun Das,RWS,0,10th Pass,39,59900,Dhubri,0,0,M
Minhar Ali Mandal,IND,0,Post Graduate,61,1455000,Dhubri,0,0,M
Nur Mahammad,IND,0,Graduate Professional,61,576834,Dhubri,0,0,M
Shahjahan Ali,IND,0,Post Graduate,39,2839317,Dhubri,0,0,M
Soleman Ali,IND,0,Graduate,45,540879,Dhubri,0,0,M
Tripti Kana Mazumdar Choudhury,IND,0,10th Pass,45,118000,Dhubri,314028,0,F
Sri Paban Singh Ghatowar,INC,0,Graduate,61,9797014,Dibrugarh,0,1,M
Francis Dhan,IND,0,Post Graduate,40,11500,Dibrugarh,0,0,M
Imtiaz Hussain,IND,0,Graduate,31,218500,Dibrugarh,0,0,M
Lakhi Charan Swansi,IND,0,Literate,34,245000,Dibrugarh,0,0,M
Niharika Borpatra Gohain Gogoi,JMM,0,Graduate,30,353000,Dibrugarh,0,0,F
Sima Ghosh,IND,0,10th Pass,40,63000,Dibrugarh,0,0,F
Sri Gongaram Kaul,CPI(ML)(L),0,Graduate,39,3405,Dibrugarh,19,0,M
Sri Ratul Gogoi,CPI,0,Graduate,31,20500,Dibrugarh,0,0,M
Sri Romen Ch. Borthakur,NCP,0,Graduate Professional,48,17715553,Dibrugarh,700000,0,M
Sri Sarbananda Sonowal,AGP,1,Graduate Professional,47,4846140,Dibrugarh,950000,0,M
Bijoya Chakravarty,BJP,0,Post Graduate,70,1870000,Gauhati,0,1,F
Akshay Rajkhowa,NCP,0,12th Pass,49,3084000,Gauhati,1556000,0,M
Ambu Bora,RCPI(R),0,Others,79,1082947,Gauhati,0,0,M
Amit Barua,IND,0,Not Given,42,12696939,Gauhati,494815,0,M
Brijesh Roy,IND,0,8th Pass,30,366581,Gauhati,0,0,M
Capt. Robin Bordoloi,INC,0,Graduate,67,10085459,Gauhati,630549,0,M
Deepak Kalita,SP,0,Post Graduate,34,8262477,Gauhati,404727,0,M
Deva Kanta Ramchiary,IND,0,Graduate Professional,46,1735171,Gauhati,505851,0,M
Kazi Nekib Ahmed,IND,0,Not Given,51,350000,Gauhati,0,0,M
Rina Gayary Das,IND,0,Graduate,41,6360000,Gauhati,80900,0,F
Sonabor Ali,AUDF,0,Post Graduate,58,3028500,Gauhati,0,0,M
Bijoy Krishna Handique,INC,0,Post Graduate,77,15428123,Jorhat,0,1,M
Abinash Kishore Borah,RWS,0,10th Pass,30,160000,Jorhat,268817,0,M
Biren Nanda,JMM,0,12th Pass,48,305000,Jorhat,0,0,M
Drupad Borgohain,CPI,0,Graduate,68,183979,Jorhat,350000,0,M
Kamakhya Tasa,BJP,0,Post Graduate,34,1110978,Jorhat,0,0,M
Navaprokash Sonowal,IND,0,10th Pass,36,1073685,Jorhat,0,0,M
Raj Kumar Dowarah,IND,0,Graduate,43,431000,Jorhat,240000,0,M
Sujit Sahu,IND,0,Post Graduate,38,60000,Jorhat,0,0,M
Dip Gogoi,INC,0,Graduate,57,2539058,Kaliabor,0,1,M
Binod Gogoi,IND,0,Graduate,38,50000,Kaliabor,0,0,M
Gunin Hazarika,AGP,0,Post Graduate,61,8483272,Kaliabor,134950,0,M
Kamal Hazarika,IND,0,10th Pass,48,181500,Kaliabor,0,0,M
Mridul Baruah,IND,1,Graduate Professional,37,599000,Kaliabor,0,0,M
Paul Nayak,IND,0,Not Given,40,1041114,Kaliabor,0,0,M
Pradeep Dutta,IND,0,10th Pass,42,472786,Kaliabor,0,0,M
Siraj Uddin Ajmal,AUDF,0,12th Pass,52,405028398,Kaliabor,0,0,M
Lalit Mohan Suklabaidya,INC,0,Post Graduate,68,4644049,Karimganj,0,1,M
Bijon Roy,IND,0,12th Pass,35,10000,Karimganj,0,0,M
Bijoy Malakar,IND,0,8th Pass,42,30000,Karimganj,0,0,M
Debasish Das,IND,0,Graduate,36,30000,Karimganj,0,0,M
Himangshu Kumar Das,IND,0,8th Pass,28,30000,Karimganj,0,0,M
Joy Das,IND,0,10th Pass,37,903488,Karimganj,2027,0,M
Probash Chandra Sarkar,IND,0,10th Pass,36,40000,Karimganj,0,0,M
Rajesh Chandra Roy,IND,0,8th Pass,29,25000,Karimganj,0,0,M
Rajesh Mallah,AUDF,0,Graduate Professional,43,1451151,Karimganj,0,0,M
Ranjan Namasudra,IND,0,12th Pass,41,25000,Karimganj,0,0,M
Sital Prasad Dusad,IND,0,5th Pass,55,20000,Karimganj,0,0,M
Smt. Malati Roy,IND,0,8th Pass,42,728800,Karimganj,0,0,M
Sudhangshu Das,BJP,0,Graduate,41,1752528,Karimganj,0,0,M
Uttam Namasudra,IND,0,12th Pass,34,42000,Karimganj,0,0,M
