States,Total Cases,Recovered,Death,Date,Latitude,Longitude
Andaman and Nicobar Islands,33,33,0,2020-05-09,11.7401,92.6586
Andhra Pradesh,1887,842,41,2020-05-09,15.9129,79.74
Arunachal Pradesh,1,1,0,2020-05-09,28.218,94.7278
Assam,59,34,1,2020-05-09,26.2006,92.9376
Bihar,571,297,5,2020-05-09,25.0961,85.3131
Chandigarh,150,21,1,2020-05-09,30.7333,76.7794
Chhattisgarh,59,38,0,2020-05-09,21.2787,81.8661
Dadar Nagar Haveli,1,0,0,2020-05-09,,
Delhi,6318,2020,68,2020-05-09,28.7041,77.1025
Goa,7,7,0,2020-05-09,15.2993,74.124
Gujarat,7402,1872,449,2020-05-09,22.2587,71.1924
Haryana,647,279,8,2020-05-09,29.0588,76.0856
Himachal Pradesh,50,38,2,2020-05-09,31.1048,77.1734
Jammu and Kashmir,823,364,9,2020-05-09,33.7782,76.5762
Jharkhand,132,52,3,2020-05-09,23.6102,85.2799
Karnataka,753,376,30,2020-05-09,15.3173,75.7139
Kerala,503,484,4,2020-05-09,10.8505,76.2711
Ladakh,42,17,0,2020-05-09,34.2996,78.2932
Madhya Pradesh,3341,1349,200,2020-05-09,22.9734,78.6569
Maharashtra,19063,3470,731,2020-05-09,19.7515,75.7139
Manipur,2,2,0,2020-05-09,24.6637,93.9063
Meghalaya,12,10,1,2020-05-09,25.467,91.3662
Mizoram,1,0,0,2020-05-09,23.1645,92.9376
Odisha,271,63,2,2020-05-09,20.9517,85.0985
Puducherry,9,6,0,2020-05-09,11.9416,79.8083
Punjab,1731,152,29,2020-05-09,31.1471,75.3412
Rajasthan,3579,1916,101,2020-05-09,27.0238,74.2179
Tamil Nadu,6009,1605,40,2020-05-09,11.1271,78.6569
Telengana,1133,700,29,2020-05-09,18.1124,79.0193
Tripura,118,2,0,2020-05-09,23.9408,91.9882
Uttarakhand,63,46,1,2020-05-09,30.0668,79.0193
Uttar Pradesh,3214,1387,66,2020-05-09,26.8467,80.9462
